0,0.63,0.37
1,0.63,0.38
2,0.63,0.4
3,0.63,0.41
4,0.63,0.41
5,0.63,0.42
6,0.63,0.42
7,0.63,0.43
8,0.63,0.43
9,0.63,0.44
10,0.63,0.45
11,0.64,0.45
12,0.64,0.46
13,0.64,0.46
14,0.64,0.47
15,0.64,0.48
16,0.64,0.49
17,0.64,0.5
18,0.64,0.5
19,0.64,0.51
20,0.64,0.51
21,0.64,0.52
22,0.64,0.52
23,0.64,0.52
24,0.64,0.53
25,0.64,0.54
26,0.64,0.54
27,0.64,0.55
28,0.64,0.55
29,0.64,0.57
30,0.64,0.57
31,0.64,0.57
32,0.64,0.57
33,0.64,0.57
34,0.64,0.57
35,0.64,0.58
36,0.67,0.58
37,0.67,0.58
38,0.69,0.59
39,0.69,0.6
40,0.69,0.56
41,0.69,0.6
42,0.69,0.6
43,0.69,0.61
44,0.7,0.61
45,0.7,0.61
46,0.7,0.61
47,0.7,0.61
48,0.7,0.61
49,0.7,0.62
50,0.7,0.62
51,0.7,0.57
52,0.7,0.62
53,0.7,0.6
54,0.7,0.59
55,0.7,0.62
56,0.7,0.62
57,0.7,0.62
58,0.7,0.6
59,0.7,0.62
60,0.7,0.62
61,0.7,0.62
62,0.7,0.63
63,0.7,0.63
64,0.7,0.63
65,0.7,0.64
66,0.7,0.64
67,0.7,0.64
68,0.7,0.64
69,0.7,0.64
70,0.7,0.62
71,0.7,0.64
72,0.7,0.65
73,0.7,0.65
74,0.7,0.61
75,0.7,0.63
76,0.7,0.65
77,0.7,0.65
78,0.7,0.65
79,0.72,0.65
80,0.72,0.6
81,0.72,0.66
82,0.72,0.66
83,0.72,0.66
84,0.72,0.66
85,0.72,0.64
86,0.72,0.62
87,0.72,0.66
88,0.72,0.66
89,0.72,0.64
90,0.72,0.66
91,0.72,0.67
92,0.72,0.67
93,0.72,0.66
94,0.72,0.66
95,0.72,0.66
96,0.72,0.67
97,0.72,0.62
98,0.72,0.67
99,0.72,0.67
100,0.72,0.66
101,0.72,0.66
102,0.72,0.67
103,0.72,0.68
104,0.72,0.65
105,0.72,0.63
106,0.72,0.67
107,0.72,0.68
108,0.72,0.68
109,0.72,0.68
110,0.72,0.69
111,0.72,0.69
112,0.72,0.62
113,0.72,0.65
114,0.72,0.65
115,0.72,0.69
116,0.72,0.67
117,0.72,0.68
118,0.72,0.69
119,0.72,0.66
120,0.72,0.68
121,0.72,0.69
122,0.72,0.68
123,0.72,0.66
124,0.72,0.64
125,0.72,0.69
126,0.72,0.69
127,0.73,0.69
128,0.73,0.67
129,0.73,0.69
130,0.73,0.69
131,0.73,0.64
132,0.73,0.62
133,0.73,0.66
134,0.73,0.69
135,0.73,0.69
136,0.73,0.64
137,0.73,0.66
138,0.73,0.66
139,0.73,0.57
140,0.73,0.64
141,0.73,0.69
142,0.73,0.66
143,0.73,0.68
144,0.73,0.62
145,0.73,0.65
146,0.73,0.67
147,0.73,0.7
148,0.73,0.65
149,0.73,0.7
150,0.73,0.67
151,0.73,0.69
152,0.73,0.61
153,0.73,0.68
